2025-06-09 17:22:28,141 - INFO - [4H] XRP-USDT-SWAP 2025-05-07 12:00 整 趋势=uptrend, OB={'top': 2.0979, 'bottom': 2.0889}
2025-06-09 19:25:48,147 - INFO - [4H] SOL-USDT-SWAP 2025-05-09 16:00 整 趋势=uptrend, OB={'top': 145.17, 'bottom': 142.52}
2025-06-09 19:25:50,293 - INFO - [4H] SOL-USDT-SWAP 2025-05-09 20:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:51,475 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 00:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:52,968 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 04:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:54,764 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 08:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:56,028 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 12:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:58,588 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 16:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:25:59,719 - INFO - [4H] SOL-USDT-SWAP 2025-05-10 20:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:26:02,432 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 00:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:26:03,710 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 04:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:26:04,760 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 08:00 整 趋势=uptrend, OB={'top': 164.42, 'bottom': 161.35}
2025-06-09 19:26:06,371 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 12:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:07,498 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 16:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:08,571 - INFO - [4H] SOL-USDT-SWAP 2025-05-11 20:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:09,697 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 00:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:11,821 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 04:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:12,866 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 08:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:14,194 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 12:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:15,416 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 16:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:16,541 - INFO - [4H] SOL-USDT-SWAP 2025-05-12 20:00 整 趋势=uptrend, OB={'top': 172.28, 'bottom': 168.93}
2025-06-09 19:26:17,807 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 00:00 整 趋势=uptrend, OB={'top': 175.77, 'bottom': 172.54}
2025-06-09 19:26:19,290 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 04:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:20,404 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 08:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:21,492 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 12:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:22,505 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 16:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:23,677 - INFO - [4H] SOL-USDT-SWAP 2025-05-13 20:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:24,822 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 00:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:25,867 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 04:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:26,894 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 08:00 整 趋势=downtrend, OB={'top': 174.31, 'bottom': 173.98}
2025-06-09 19:26:27,981 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 12:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:29,265 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 16:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:30,397 - INFO - [4H] SOL-USDT-SWAP 2025-05-14 20:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:31,795 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 00:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:33,099 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 04:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:34,700 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 08:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:36,613 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 12:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:39,256 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 16:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:40,391 - INFO - [4H] SOL-USDT-SWAP 2025-05-15 20:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:41,442 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 00:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:42,648 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 04:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:43,818 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 08:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:45,393 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 12:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:47,784 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 16:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:49,029 - INFO - [4H] SOL-USDT-SWAP 2025-05-16 20:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:54,738 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 00:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:56,942 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 04:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:58,015 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 08:00 整 趋势=uptrend, OB={'top': 174.16, 'bottom': 166.9}
2025-06-09 19:26:59,339 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 12:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:00,783 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 16:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:03,176 - INFO - [4H] SOL-USDT-SWAP 2025-05-17 20:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:04,383 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 00:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:06,283 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 04:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:07,304 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 08:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:08,822 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 12:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:10,536 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 16:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:11,702 - INFO - [4H] SOL-USDT-SWAP 2025-05-18 20:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:13,508 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 00:00 整 趋势=downtrend, OB={'top': 172.5, 'bottom': 169.07}
2025-06-09 19:27:14,651 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 04:00 整 趋势=uptrend, OB={'top': 167.2, 'bottom': 165.16}
2025-06-09 19:27:15,821 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 08:00 整 趋势=uptrend, OB={'top': 167.2, 'bottom': 165.16}
2025-06-09 19:27:17,265 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 12:00 整 趋势=uptrend, OB={'top': 167.2, 'bottom': 165.16}
2025-06-09 19:27:18,497 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 16:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:19,923 - INFO - [4H] SOL-USDT-SWAP 2025-05-19 20:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:21,049 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 00:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:22,283 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 04:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:23,902 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 08:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:24,967 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 12:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:26,189 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 16:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:27,290 - INFO - [4H] SOL-USDT-SWAP 2025-05-20 20:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:28,577 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 00:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:30,416 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 04:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:31,586 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 08:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:33,028 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 12:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:34,027 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 16:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:35,615 - INFO - [4H] SOL-USDT-SWAP 2025-05-21 20:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:36,690 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 00:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:38,146 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 04:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:40,748 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 08:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:42,097 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 12:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:43,258 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 16:00 整 趋势=downtrend, OB={'top': 176.2, 'bottom': 170.71}
2025-06-09 19:27:44,484 - INFO - [4H] SOL-USDT-SWAP 2025-05-22 20:00 整 趋势=uptrend, OB={'top': 172.14, 'bottom': 171.07}
2025-06-09 19:27:45,737 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 00:00 整 趋势=uptrend, OB={'top': 172.14, 'bottom': 171.07}
2025-06-09 19:27:46,843 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 04:00 整 趋势=uptrend, OB={'top': 172.14, 'bottom': 171.07}
2025-06-09 19:27:47,868 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 08:00 整 趋势=uptrend, OB={'top': 172.14, 'bottom': 171.07}
2025-06-09 19:27:49,121 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 12:00 整 趋势=uptrend, OB={'top': 178.44, 'bottom': 178.06}
2025-06-09 19:27:50,312 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 16:00 整 趋势=uptrend, OB={'top': 178.44, 'bottom': 178.06}
2025-06-09 19:27:51,618 - INFO - [4H] SOL-USDT-SWAP 2025-05-23 20:00 整 趋势=uptrend, OB={'top': 178.44, 'bottom': 178.06}
2025-06-09 19:27:52,970 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 00:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:27:54,071 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 04:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:27:55,183 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 08:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:27:56,593 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 12:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:27:57,790 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 16:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:27:59,358 - INFO - [4H] SOL-USDT-SWAP 2025-05-24 20:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:28:00,498 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 00:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:28:02,268 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 04:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:28:03,426 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 08:00 整 趋势=downtrend, OB={'top': 184.95, 'bottom': 179.64}
2025-06-09 19:28:04,480 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 12:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:05,874 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 16:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:06,808 - INFO - [4H] SOL-USDT-SWAP 2025-05-25 20:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:08,063 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 00:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:10,536 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 04:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:11,565 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 08:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:12,744 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 12:00 整 趋势=downtrend, OB={'top': 176.81, 'bottom': 173.86}
2025-06-09 19:28:13,811 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 16:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:14,967 - INFO - [4H] SOL-USDT-SWAP 2025-05-26 20:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:16,387 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 00:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:17,618 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 04:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:19,082 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 08:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:20,147 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 12:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:21,802 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 16:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:23,147 - INFO - [4H] SOL-USDT-SWAP 2025-05-27 20:00 整 趋势=uptrend, OB={'top': 171.88, 'bottom': 170.25}
2025-06-09 19:28:27,139 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 00:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:28,315 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 04:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:29,430 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 08:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:30,402 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 12:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:31,679 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 16:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:34,237 - INFO - [4H] SOL-USDT-SWAP 2025-05-28 20:00 整 趋势=uptrend, OB={'top': 174.8, 'bottom': 173.42}
2025-06-09 19:28:35,419 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 00:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:36,467 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 04:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:37,923 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 08:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:39,166 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 12:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:40,258 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 16:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:41,467 - INFO - [4H] SOL-USDT-SWAP 2025-05-29 20:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:42,715 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 00:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:45,619 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 04:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:47,380 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 08:00 整 趋势=downtrend, OB={'top': 178.38, 'bottom': 176.73}
2025-06-09 19:28:49,268 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 12:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:50,766 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 16:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:52,081 - INFO - [4H] SOL-USDT-SWAP 2025-05-30 20:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:53,423 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 00:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:54,891 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 04:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:56,151 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 08:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:58,119 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 12:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:28:59,815 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 16:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:00,827 - INFO - [4H] SOL-USDT-SWAP 2025-05-31 20:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:02,566 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 00:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:03,795 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 04:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:05,266 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 08:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:06,421 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 12:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:07,634 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 16:00 整 趋势=downtrend, OB={'top': 173.62, 'bottom': 172.13}
2025-06-09 19:29:09,857 - INFO - [4H] SOL-USDT-SWAP 2025-06-01 20:00 整 趋势=downtrend, OB={'top': 157.42, 'bottom': 155.54}
2025-06-09 19:29:12,675 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 00:00 整 趋势=downtrend, OB={'top': 157.42, 'bottom': 155.54}
2025-06-09 19:29:14,317 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 04:00 整 趋势=downtrend, OB={'top': 157.42, 'bottom': 155.54}
2025-06-09 19:29:15,384 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 08:00 整 趋势=downtrend, OB={'top': 157.42, 'bottom': 155.54}
2025-06-09 19:29:16,633 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 12:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:19,709 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 16:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:21,302 - INFO - [4H] SOL-USDT-SWAP 2025-06-02 20:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:22,550 - INFO - [4H] SOL-USDT-SWAP 2025-06-03 00:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:23,648 - INFO - [4H] SOL-USDT-SWAP 2025-06-03 04:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:25,029 - INFO - [4H] SOL-USDT-SWAP 2025-06-03 08:00 整 趋势=uptrend, OB={'top': 154.36, 'bottom': 151.95}
2025-06-09 19:29:26,086 - INFO - [4H] SOL-USDT-SWAP 2025-06-03 12:00 整 趋势=uptrend, OB={'top': 153.38, 'bottom': 153.07}
2025-06-09 19:29:42,719 - INFO - [4H] ONDO-USDT-SWAP 2025-05-07 12:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:43,821 - INFO - [4H] ONDO-USDT-SWAP 2025-05-07 16:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:46,619 - INFO - [4H] ONDO-USDT-SWAP 2025-05-07 20:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:47,784 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 00:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:49,453 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 04:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:50,923 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 08:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:51,959 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 12:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:53,904 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 16:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:55,032 - INFO - [4H] ONDO-USDT-SWAP 2025-05-08 20:00 整 趋势=downtrend, OB={'top': 0.8884, 'bottom': 0.8631}
2025-06-09 19:29:56,182 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 00:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:29:58,335 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 04:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:29:59,518 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 08:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:02,290 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 12:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:05,908 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 16:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:06,939 - INFO - [4H] ONDO-USDT-SWAP 2025-05-09 20:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:08,154 - INFO - [4H] ONDO-USDT-SWAP 2025-05-10 00:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:09,178 - INFO - [4H] ONDO-USDT-SWAP 2025-05-10 04:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:11,637 - INFO - [4H] ONDO-USDT-SWAP 2025-05-10 08:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
2025-06-09 19:30:12,746 - INFO - [4H] ONDO-USDT-SWAP 2025-05-10 12:00 整 趋势=uptrend, OB={'top': 0.8603, 'bottom': 0.8539}
